asn,org_name
12344,"CZECH IT CLUSTER, druzstvo"
12345,General Software s.r.l.
12346,Maria Curie-Sklodowska University
12347,Virtualtec Solutions AG
12348,ODN OnlineDienst Nordbayern GmbH & Co. KG
12349,Bayer AG
12350,VTX Services SA
12353,Vodafone Portugal - Communicacoes Pessoais S.A.
12355,HeLi NET Telekommunikation GmbH & Co.
12356,UNIVERSITATEA ROMANO-AMERICANA
12357,VODAFONE ESPANA S.A.U.
12360,KEVAG Telekom GmbH
12361,VODAFONE-PANAFON HELLENIC TELECOMMUNICATIONS COMPANY SA
12362,Euris Health Cloud SAS
12363,REGISTER S.P.A.
12364,"University of Macedonia, Economic and Social Sciences"
12365,JC LLC Sarkor-Telecom
12367,VERIZON SPAIN S.L.
12368,Fides Treasury Services AG
12371,Avency GmbH
12372,Cubic Telecom Limited
12374,LF.net Netzwerksysteme GmbH
12376,Ministry of finance
12379,ip4 GmbH
12380,PJSC Rostelecom
12381,Resilans AB
12382,A1 Telekom Austria AG
12384,Swedish University of Agricultural Sciences
12386,Orange Espagne SA
12387,TON Total optical Networks AG
12388,Casey CableVision Ltd.
12389,PJSC Rostelecom
12390,KCOM GROUP LIMITED
12392,VOO S.A.
12393,KPN B.V.
12395,ADISTA SAS
12396,PJSC MegaFon
12397,Optocom Ltd
12399,q.beyond AG
12400,Partner Communications Ltd.
12401,internic Datenkommunikations GmbH
12402,University of Piraeus
12403,Telecommunication company FEONET+ LLC
12404,Saarbrucker Zeitung Medienhaus GmbH
12406,Business Network Ltd
12408,LLC Bi-Kent
12409,TRUSTTEAM SAS
12411,"EDGIO, INC."
12414,Solcon Internetdiensten B.V.
12415,Weblink Telecom Ltd
12417,Plus Hosting Grupa d.o.o.
12418,Quantum CJSC
12421,"""Kyivstar"" PJSC"
12422,Evonik Industries AG
12423,Nicolaus Copernicus University in Torun
12426,Slovanet a.s.
12428,UniCredit S.p.A.
12429,Swisscom (Schweiz) AG
12430,VODAFONE ESPANA S.A.U.
12431,SYBCOM GmbH
12433,Telappliant Limited
12435,Telia Company AB
12436,Bergon Internet Ltd.
12437,DTS Systeme Muenster GmbH
12438,Enterpreneur Oshitjer Igor Anatolievich
12439,Impromex S.R.L.
12440,Hughes Network Systems GmbH
12441,Cyren Inc
12442,PRO TV S.A.
12443,Finance Department of Riga State City Municipality
12444,TELNET TELEKOM HIZMETLERI ANONIM SIRKETI
12445,A2A Smart City S.P.A
12446,SES SERVICES ROMANIA S.R.L.
12447,Ernst Klingler Kabelfernsehen Gmbh
12450,Agentia Transcor SRL
12453,KraftCom Service GmbH
12455,Kenyan Post & Telecommunications Company / Telkom Kenya Ltd
12456,KL Group LLC
12459,NETOPS B.V.
12460,Mandala Internet EDV Service GmbH
12462,Evolutio Cloud Enabler S.A. Unipersonal
12463,S.A. des Bains de Mer et du Cercle des Etrangers a Monaco
12464,Politechnika Warszawska
12465,Intesa Sanpaolo S.p.A.
12466,Bicos Computer GmbH
12468,Abaco Informatica S.r.l.
12469,GTT Communications Inc.
12470,Globe Development GmbH
12471,TELSTRA UK LIMITED
12472,ELLO RESEARCH SAS
12474,Momax Network S.r.l.
12476,P4 Sp. z o.o.
12479,Orange Espagne SA
12480,ILK Internet.Gmbh
12481,Trivenet S.R.L.
12483,Den Danske Bank A/S
12484,Boris Ltd.
12486,TeleYemen
12488,Krystal Hosting Ltd
12491,Gilat Telecom Ltd.
12493,Orange Belgium SA
12494,"OOO ""Post ltd"""
12496,Infinity Developments Limited
12498,FinecoBank SpA
12500,TransLinkPlus LLC
12501,"UMDAC, Umea University"
12502,Dr.-Ing. Nepustil & Co. GmbH Internet Service Center Ingenieurgesellschaft fuer Systemsoftware und Kommunikationstechnik
12505,Banco BPM S.P.A
12507,Swift Trace ltd.
12508,Rainside s.r.o.
12509,LATVIJAS BANKA
12510,SAP SE
12511,Die Schweizerische Post AG
12512,CBXNET combox internet GmbH
12515,RS Advanced Systems S.R.L.
12516,WEBORAMA SA
12517,LAN-WAN I.T LTD
12519,FastNet International Ltd
12521,Nova Internet S.L.
12523,Visable S.A.
12524,Middle East Internet Company Limited
12525,INTERNET Ltd.
12527,Millennium BCP-Prestacao de Servicos ACE
12529,Channels By Saudi Telecom Company (STC) LLC
12530,"""Kyivstar"" PJSC"
12533,RMnet S.R.L.
12536,BSO Network Solutions SAS
12539,UAB Penki kontinentai
12540,IdecNet S.A.
12541,NEXTLEVEL CONNECTIVITY S.L.
12542,"NOS COMUNICACOES, S.A."
12543,"PJSC ""Vimpelcom"""
12545,Transcom Ltd
12546,Kleemann GmbH
12547,A1 Telekom Austria AG
12548,"Viaduk-Telecom, LLC"
12551,ENEL S.p.A
12552,GlobalConnect AB
12553,Andreas Grawehr
12554,GTT - EMEA Ltd.
12555,Data-center IMAQLIQ Ltd.
12556,Internet Solutions (Kenya)
12557,SimpleThings GmbH
12559,BCC SISTEMI INFORMATICI S.P.A.
12561,IX Networks B.V.
12564,Council of Ministers
12565,GROUPE LDLC SA
12566,Societe Francaise Du Radiotelephone - SFR SA
12567,GAIJIN NETWORK LTD
12569,"Instrumentacion y Componentes, SA"
12570,"O2 Czech Republic, a.s."
12571,INCAS GmbH
12573,KPN B.V.
12574,Hosting.de GmbH
12576,EE Limited
12577,MMC GmbH
12578,SIA Tet
12579,Xenologics Networks & Communications GmbH
12580,Euvic Solutions S.A.
12581,tops.net GmbH & Co. KG
12582,Telia Finland Oyj
12586,GHOSTnet GmbH
12587,"ABLV Bank, AS"
12589,Magyar Posta Zrt
12590,THE DOT SPOT NET SARL
12591,Smartcom Bulgaria AD
12592,Trans Tel Services SRL
12593,Ukrcom Ltd
12594,Comnica Kft.
12595,Onworx BV
12597,Gotalandsnatet AB
12598,TEC The Enabling Company GmbH
12599,ATLAS ON-LINE
12600,Equinix (EMEA) Acquisition Enterprises B.V.
12601,Cegedim.Cloud SASU
12605,LIWEST Kabelmedien GmbH
12606,GTT - EMEA Ltd.
12608,DATATECH LABS MIDDLE EAST DMCC
12610,Rockenstein AG
12611,R-KOM Regensburger Telekommunikationsgesellschaft mbH
12613,Firebrick Limited
12615,Global Communication Net Plc
12616,Citytelecom LLC
12617,Sentia Denmark A/S
12618,Politechnika Bydgoska im. Jana i Jedrzeja Sniadeckich
12619,Yediot Information Technologies ltd
12620,Ticinocom SA
12625,Deutsche Boerse AG
12626,Societe Francaise Du Radiotelephone - SFR SA
12628,JACO ENGELBRECHT
12629,CELESTE SAS
12630,Otaverkko Oy
12632,DIGI ROMANIA S.A.
12635,Hutchison Drei Austria GmbH
12637,SEEWEB s.r.l.
12638,Telefonica Germany GmbH & Co.OHG
12639,MARKASON LTD
12640,COLT Technology Services Group Limited
12641,British Telecommunications PLC
12642,Leon Sp. z o.o.
12643,Fraunhofer-Gesellschaft zur Foerderung der angewandten Forschung e.V.
12644,Telemach Slovenija d.o.o.
12645,COAXIS HOSTING SASAU
12647,Orbital Net Ltd
12649,Banque Pictet & Cie SA
12650,Il Sole 24 Ore SpA
12651,IP worldcom SA
12654,Reseaux IP Europeens Network Coordination Centre (RIPE NCC)
12655,Telefonbuch Verlag Hans Mueller GmbH & Co. KG
12656,A1 Telekom Austria AG
12657,BayCIX GmbH
12658,DX Hosting LTD
12659,Backbone Networks Europe Inc
12660,Sharif University Of Technology
12662,FOP Petrushenko Sergiy Petrovich
12663,Vodafone Italia S.p.A.
12664,BNP PARIBAS S.A.
12665,MSH Medien System Haus GmbH & Co. KG
12666,InterXion Headquarters B.V.
12668,"LLC ""KomTehCentr"""
12670,COMPLETEL SAS
12672,Ringier Romania SRL
12673,University of Pannonia
12675,Alexandru Ioan Cuza University
12676,HKN GmbH
12678,Greysom Limited
12679,Sokolov Dmitry Nikolaevich
12680,RM Hamburg Holding GmbH
12683,PJSC Rostelecom
12684,SES ASTRA S.A.
12685,PJSC Rostelecom
12686,PJSC ROSBANK
12687,User Association of Ukrainian Research and Academic Network URAN
12688,Joint Stock Company TransTeleCom
12690,"JSC ""ER-Telecom Holding"""
12693,e.discom Telekommunikation GmbH
12695,LLC Digital Network
12696,AXA Technology Services France GIE
12697,Tose Masiryabi Shabake Aria PJSC
12700,"Komertsiyno Virobnitcha Firma ""VEKTOR"""
12701,Barclays Bank plc
12702,Verizon Nederland B.V.
12703,Pulsant (Scotland) Ltd
12705,PJSC Rostelecom
12706,Public JSC First Ukrainian International Bank
12708,TalkTalk Communications Limited
12709,Melita Limited
12712,Elisa Oyj
12713,Ote SA (Hellenic Telecommunications Organisation)
12714,PJSC MegaFon
12715,Orange Espagne SA
12716,A1 Bulgaria EAD
12722,RECONN LLC
12724,"Prokhorov General Physics Institute, Russian Academy of Sciences, RAS (GPI)"
12726,AirPlus International GmbH
12727,Vialis SEM
12729,HSBC BANK ANONIM SIRKETI
12730,PJSC Rostelecom
12731,IPHH Internet Port Hamburg GmbH
12732,GutCon GmbH
12734,"FCA INFORMATION TECHNOLOGY, EXCELLENCE AND METHODS S.P.A."
12735,TurkNet Iletisim Hizmetleri A.S.
12736,Israel Airports Authority
12737,"KrasPromStroy, LLC"
12739,JSC Netline
12740,Nasdaq Technology AB
12741,Netia SA
12743,Orange Polska Spolka Akcyjna
12748,IAV GmbH Ingenieurgesellschaft Auto und Verkehr
12750,Softec AG
12753,Teva Pharmaceutical Industries Limited
12754,Coolnet New Communication Provider
12755,COLT Technology Services Group Limited
12756,INFOCOM Plc.
12757,IPTRON.NET OU
12759,Stephan Fuss trading as SoftCom Datensysteme
12761,COLT Technology Services Group Limited
12762,Vorarlberger Informatik- und Telekommunikationsdienstleistungsgesellschaft mbH
12763,Honda Motor Europe Logistics NV
12764,AKNET Ltd.
12766,MAGNA STEYR Fahrzeugtechnik AG und Co KG
12767,T-Mobile Czech Republic a.s.
12768,"JSC ""ER-Telecom Holding"""
12770,"Federal State Budgetary Educational Institution of Higher Education ""Pacific State University"""
12771,MEDIAMETRIE S.A.
12772,"JSC ""ER-Telecom Holding"""
12773,Meshnet ltd.
12774,Wydawnictwo Naukowe PWN SA
12775,JPC Infonet Ltd
12776,Bank Vontobel AG
12777,Eser Telekom
12778,"MEGA M, d.o.o."
12779,IT.Gate S.p.A.
12782,Uppsala Lans Landsting
12783,ENET Shpk
12785,ZVD Zavod za varstvo pri delu d.d.
12786,Hattrick Limited
12788,"""NBI INTERNET"" LLC"
12789,DMG Media Limited
12790,MSN Telecom LLC
12792,Netassist Limited
12793,A1 Telekom Austria AG
12794,AKBANK TAS
12795,Central Cooperative Bank JSC
12796,Telecommunication Company Varna EAD
12797,BT Italia S.p.A.
12798,Betvictor Limited
12799,Sunrise GmbH
12801,Texas Instruments Deutschland GmbH
12802,Migdal Insurance Company Ltd.
12803,TELECOM GROUP LLC
12804,Adisam Telecom S.A.
12805,Region Jamtland Harjedalen
12807,Orange Business Services SA
12808,dtms GmbH
12810,A1 Hrvatska d.o.o.
12811,Auchan Retail International SA
12812,AMERICAN UNIVERSITY of BEIRUT
12813,WorNet AG
12815,Musala Soft EAD
12816,Leibniz-Rechenzentrum
12817,GeFoekoM e.V.
12822,Convotis Lubeck GmbH
12823,UMKA d.o.o
12824,home.pl S.A.
12826,CYLLENE ITS
12827,Wirtualna Polska Media S.A.
12828,"Federal State Budgetary Scientific Institution ""Federal Research Center ""Krasnoyarsk Scientific Center of the Siberian Branch of the Russian Academy of Sciences"""
12829,Angel Soft OOD
12830,InfraNet AG
12831,"Technical University of Gdansk, Academic Computer Center TASK"
12833,"Fundacao para a Ciencia e a Tecnologia, I.P."
12834,Danfoss A/S
12835,Trentino Digitale SPA
12836,TELECOM-2 LLC
12837,"""1 CLOUD LAB"" LLC"
12839,ESI s.r.l.
12840,ATP YAZILIM VE TEKNOLOJI A.S.
12841,Veltrade LLC
12842,Internet Oltenia SRL
12843,TelemaxX Telekommunikation GmbH
12844,Bouygues Telecom SA
12846,PJSC Rostelecom
12847,Latvijas Mobilais Telefons SIA
12849,Hot-Net internet services Ltd.
12850,IRIDEOS S.P.A.
12852,GTT - EMEA Ltd.
12853,InfraServ GmbH trading as InfraServ GmbH & Co. Gendorf KG
12854,Computest Services B.V.
12857,Manage Now GmbH
12858,MYNET INTERNET TEKNOLOJI ANONIM SIRKETI
12859,BIT BV
12861,Vestel Elektronik Sanayi ve Ticaret A.S.
12870,Arrowhead Systems Ltd
12871,KPN B.V.
12873,Strateji Menkul Degerler A.S.
12874,Fastweb SpA
12876,SCALEWAY S.A.S.
12878,COLT Technology Services Group Limited
12879,"Limited Liability Company ""Transneft Telecom"""
12880,Information Technology Company (ITC)
12883,"PRIVATE JOINT-STOCK COMPANY ""FARLEP-INVEST"""
12884,DRW Investments (UK) Limited
12886,LEW TelNet GmbH
12887,Netia SA
12888,Amadeus Data Processing GmbH
12890,Poltoratskyi M.V.
12891,Genel Kurmay Baskanligi
12894,K+S AG
12895,Erste Digital GmbH
12897,ENTEGA Medianet GmbH
12898,PSV Neo GmbH
12902,Luna.nl B.V.
12903,Turkiye Garanti Bankasi A.S.
12905,ACS spol. s r. o.
12906,Deltatre S.p.A.
12907,ip&more GmbH
12908,Sabanci University
12912,T-Mobile Polska S.A.
12915,EPAG Domainservices GmbH
12917,GlobalLogic Slovakia s.r.o.
12922,CEDACRI S.P.A.
12923,Wizard Computersysteme GmbH
12924,"Gamma UCaaS Comercializadora, S.L.U."
12925,Federal State Budgetary Educational Institution of Higher Education Lomonosov Moscow State University
12926,"AR TELECOM - Acessos e Redes de Telecomunicacoes, S.A."
12928,BANQUE CANTONALE VAUDOISE ENTERPRISE DROIT PUBLIC
12929,Telia Norge AS
12930,card complete Service Bank AG
12931,IDKOM Networks GmbH
12933,Private joint-stock company (PrJSC) DORIS
12935,QD Sverige AB
12938,Shemyakin-Ovchinnikov Institute of Bioorganic Chemistry of the Russian Academy of Sciences
12939,Hanse Holding AB
12941,intersaar GmbH
12942,Network Research Belgium S.A.
12945,Gamepoint B.V.
12946,"R Cable y Telecable Telecomunicaciones, S.A.U."
12952,Knowledge Path for Information Technology and General Trading Ltd
12953,Thomson Reuters (Professional) UK Ltd
12954,Nexi Payments S.P.A.
12956,TELEFONICA GLOBAL SOLUTIONS SL
12958,T2 Mobile LLC
12959,Anton Bobrovnikov
12962,First Investment Bank AD
12963,"""SCIENTIFIC-INDUSTRIAL FIRM ""VOLZ"" LIMITED LIABILITY COMPANY"
12965,"AS ""SEB banka"""
12966,"Polskie Linie Lotnicze ""LOT"" S.A."
12967,AT&T Global Network Services Nederland B.V.
12968,Netia SA
12969,Ljosleidarinn ehf
12971,Internet Viennaweb Service GmbH
12975,Palestine Telecommunications Company (PALTEL)
12976,CITIC Telecom CPC Rus LLC
12978,ANDROMEDA TV DIGITAL PLATFORM ISLETMECILIGI A.S.
12979,JSC Transinfoset
12980,AT&T Global Network Services Nederland B.V.
12982,Bulinfo Ltd
12984,"PilsFree, z. s."
12985,TVK WSM - Wielunska Spoldzielnia Mieszkaniowa w Wieluniu
12986,Ukrspetskom LLC.
12988,The Phoenix Insurance Company Ltd
12989,StackPath LLC
12990,Ringier Axel Springer Polska Sp. z o.o.
12991,Amt der Ooe. Landesregierung
12992,Proszynski Media sp. z o.o.
12993,SIA Digitalas Ekonomikas Attistibas Centrs
12996,Domeneshop AS
12997,OJSC Kyrgyztelecom
12998,BGNet LLC
12999,"Federal State Autonomous Educational Institution of Higher Education ""Far Eastern Federal University"""
13000,Leon Sp. z o.o.
13001,PRESSI
13002,ISIX Communications LLP
13004,Serbian Open Exchange DOO
13005,Atlas Business Group of Companies Ltd
13006,DID Logic Limited
13008,Entain Services Austria GmbH
13009,Redcentric Solutions Ltd
13010,MTS Internet GmbH
13011,RA Monitorul Oficial
13012,Stefan Englhardt
13013,Hewlett Packard France S.A.S.
13014,Hewlett Packard France S.A.S.
13016,Teleline Ltd.
13017,Vodafone Limited
13018,Banca Monte Dei Paschi Di Siena S.P.A.
13020,Chaos Computer Club Veranstaltungsgesellschaft mbH
13022,Streams Telecommunicationsservices GmbH
13023,Weber Ltd
13026,Manuel Kahr
13027,Ukrainian National News Agency UKRINFORM
13029,"Autonomous institution Center of Information Technologies of Ministry of Digital Development, Information Policy and Mass Communications of the Chuvash Republic"
13030,Init7 (Switzerland) Ltd.
13031,arago GmbH
13032,Kyiv National Taras Shevchenko University
13034,SOLOCAL
13035,IP Telecom ltd.
13036,T-Mobile Czech Republic a.s.
13037,Zen Internet Ltd
13038,HELLENIC EXCHANGES-ATHENS STOCK EXCHANGE S.A.
13039,Global Village GmbH
13040,FIZ Karlsruhe - Leibniz-Institut fuer Informationsinfrastruktur GmbH
13041,Consorci de Serveis Universitaris de Catalunya
13042,Oesterreichische Nationalbank
13043,Bayer AG
13044,Aoun.net s.a.r.l
13045,htp GmbH
13046,Hrvatski Telekom d.d.
13052,GLOBALCONNECT AS
13053,LLC PRIOCOM
13054,FreiNet GmbH
13055,MTS PJSC
13056,PJSC Rostelecom
13057,A.P. MOLLER - MAERSK A/S
13058,serve-u - Buchholz und Suenderhauf GbR
13059,Extreme Solutions SRL
13060,Basic Net SpA
13062,MTS PJSC
13063,SKF Sverige AB
13065,Uniwersytet Zielonogorski
13067,CHS Datalink SRL
13068,Wiener Borse AG
13069,GLOBALCONNECT AS
13070,SIA Electronic Solutions
13073,IFAT - Media Information Center LTD
13074,Teletel Communication Channels Ltd
13075,PJSC MegaFon
13076,Virgin Media Limited
13077,"Federal State Autonomous Educational Institution of Higher Education ""North-Caucasian Federal University"""
13079,Zond Holding JSC
13082,Kar-Tel LLC
13083,Vodafone Group Services GmbH
13084,Historic AOL LLC
13085,PATRIA BANK SA
13086,Netia SA
13088,Proximus Luxembourg S.A.
13091,JP Posta Srbije Beograd
13092,Akademska mreza Republike Srbije - AMRES
13093,Haaretz Daily Newspaper Ltd.
13094,"JSC ""ER-Telecom Holding"""
13095,"PJSC ""Vimpelcom"""
13097,Axera SpA
13099,AzEuroTel LLC
13100,Equinix (EMEA) Acquisition Enterprises B.V.
13101,TNG Stadtnetz GmbH
13102,Istanbul Bilgi Universitesi
13103,"Limited Liability Company ""KYIVSKI TELEKOMUNIKATSIYNI MEREZHI"""
13105,LUKOIL Technology Services GmbH
13107,PIK Ltd
13110,INEA sp. z o.o.
13113,ISI Line srl
13115,Home of the Brave Internet Technology Based Solutions GmbH
13116,Tele2 Sverige AB
13117,"Nexusguard, Inc"
13118,PJSC Rostelecom
13119,"Zachodniopomorski Uniwersytet Technologiczny w Szczecinie, Akademickie Centrum Informatyki"
13121,NAVIGATOR - ONLINE TOV
13122,Manx Telecom Trading Ltd
13124,A1 Bulgaria EAD
